bench,case,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,alpha_low,alpha_mid,alpha_high,phyread_args,phyopt_args,log_file
c7552,alpha_slack_plus2,PASS,1061.34,13.00,1023.83,13.00,18,82,40.0,0.0,0.0,30,6,37,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c7552/c7552_alpha_slack_plus2.log
c7552,alpha_wide_low_high1,PASS,1061.34,13.00,1021.71,13.00,19,81,40.0,0.0,0.0,30,7,35,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c7552/c7552_alpha_wide_low_high1.log
c7552,alpha_wide_low_high2,PASS,1061.34,13.00,1021.71,13.00,19,81,40.0,0.0,0.0,30,7,35,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c7552/c7552_alpha_wide_low_high2.log
c432,alpha_default,PASS,138.85,14.00,98.42,13.00,17,79,40.0,40.0,40.0,24,10,20,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_default.log
c432,alpha_struct_plus1,PASS,138.85,14.00,98.42,13.00,17,79,40.0,40.0,40.0,24,10,20,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_struct_plus1.log
c432,alpha_struct_plus2,PASS,138.85,14.00,98.95,13.00,17,79,40.0,40.0,20.0,24,12,16,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_struct_plus2.log
c432,alpha_slack_plus1,PASS,138.85,14.00,104.80,13.00,11,89,40.0,20.0,0.0,13,18,37,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_slack_plus1.log
c432,alpha_slack_plus2,PASS,138.85,14.00,104.80,13.00,11,89,40.0,20.0,0.0,13,18,36,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_slack_plus2.log
c432,alpha_wide_low_high1,PASS,138.85,14.00,104.80,13.00,11,89,40.0,20.0,0.0,13,18,37,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_wide_low_high1.log
c432,alpha_wide_low_high2,PASS,138.85,14.00,98.42,13.00,17,79,40.0,40.0,40.0,24,10,20,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/c432/c432_alpha_wide_low_high2.log
ex200,alpha_default,PASS,10057.46,17.00,9776.30,17.00,41,67,80.0,20.0,80.0,3,0,18,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_default.log
ex200,alpha_struct_plus1,PASS,10057.46,17.00,9819.39,17.00,52,53,80.0,0.0,80.0,2,0,14,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_struct_plus1.log
ex200,alpha_struct_plus2,PASS,10057.46,17.00,9819.39,17.00,52,53,80.0,0.0,80.0,2,0,14,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_struct_plus2.log
ex200,alpha_slack_plus1,PASS,10057.46,17.00,9773.64,17.00,42,63,80.0,20.0,80.0,3,0,22,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_slack_plus1.log
ex200,alpha_slack_plus2,PASS,10057.46,17.00,9907.97,16.00,46,53,80.0,40.0,0.0,1,0,16,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_slack_plus2.log
ex200,alpha_wide_low_high1,PASS,10057.46,17.00,9907.70,16.00,49,52,80.0,40.0,0.0,1,0,14,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_wide_low_high1.log
ex200,alpha_wide_low_high2,PASS,10057.46,17.00,9844.93,17.00,53,51,80.0,0.0,80.0,2,0,12,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex200/ex200_alpha_wide_low_high2.log
ex201,alpha_default,PASS,4583.18,15.00,4487.95,15.00,32,44,50.0,50.0,40.0,4,0,17,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_default.log
ex201,alpha_struct_plus1,PASS,4583.18,15.00,4495.67,15.00,26,51,50.0,75.0,0.0,5,0,21,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_struct_plus1.log
ex201,alpha_struct_plus2,PASS,4583.18,15.00,4490.88,15.00,31,46,50.0,75.0,0.0,5,0,20,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_struct_plus2.log
ex201,alpha_slack_plus1,PASS,4583.18,15.00,4486.09,15.00,33,42,50.0,50.0,40.0,4,0,19,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_slack_plus1.log
ex201,alpha_slack_plus2,PASS,4583.18,15.00,4472.52,15.00,35,35,75.0,0.0,20.0,1,0,8,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_slack_plus2.log
ex201,alpha_wide_low_high1,PASS,4583.18,15.00,4462.42,15.00,37,34,75.0,0.0,20.0,1,0,12,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_wide_low_high1.log
ex201,alpha_wide_low_high2,PASS,4583.18,15.00,4495.40,15.00,27,51,50.0,75.0,0.0,5,0,22,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex201/ex201_alpha_wide_low_high2.log
ex202,alpha_default,PASS,9753.42,17.00,9579.46,17.00,39,69,60.0,40.0,60.0,4,0,23,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_default.log
ex202,alpha_struct_plus1,PASS,9753.42,17.00,9579.19,17.00,43,67,60.0,0.0,60.0,4,0,21,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_struct_plus1.log
ex202,alpha_struct_plus2,PASS,9753.42,17.00,9579.19,17.00,43,67,60.0,0.0,60.0,4,0,21,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_struct_plus2.log
ex202,alpha_slack_plus1,PASS,9753.42,17.00,9583.45,17.00,36,72,60.0,40.0,60.0,4,0,26,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_slack_plus1.log
ex202,alpha_slack_plus2,PASS,9753.42,17.00,9591.69,17.00,44,57,60.0,0.0,60.0,2,0,22,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_slack_plus2.log
ex202,alpha_wide_low_high1,PASS,9753.42,17.00,9592.49,17.00,48,54,60.0,0.0,60.0,2,0,20,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_wide_low_high1.log
ex202,alpha_wide_low_high2,PASS,9753.42,17.00,9581.32,17.00,45,62,60.0,0.0,60.0,4,0,20,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex202/ex202_alpha_wide_low_high2.log
ex203,alpha_default,PASS,15403.00,19.00,15271.33,19.00,41,73,40.0,20.0,40.0,2,0,22,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_default.log
ex203,alpha_struct_plus1,PASS,15403.00,19.00,15271.33,19.00,41,73,40.0,20.0,40.0,2,0,22,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_struct_plus1.log
ex203,alpha_struct_plus2,PASS,15403.00,19.00,15271.33,19.00,40,74,40.0,20.0,40.0,4,0,21,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_struct_plus2.log
ex203,alpha_slack_plus1,PASS,15403.00,19.00,15269.46,19.00,40,72,40.0,20.0,40.0,1,0,23,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_slack_plus1.log
ex203,alpha_slack_plus2,PASS,15403.00,19.00,15268.67,19.00,39,72,40.0,20.0,40.0,1,0,26,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_slack_plus2.log
ex203,alpha_wide_low_high1,PASS,15403.00,19.00,15272.12,19.00,40,74,40.0,20.0,40.0,1,0,24,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_wide_low_high1.log
ex203,alpha_wide_low_high2,PASS,15403.00,19.00,15271.33,19.00,40,74,40.0,20.0,40.0,4,0,21,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex203/ex203_alpha_wide_low_high2.log
ex204,alpha_default,PASS,9182.59,17.00,9050.92,17.00,37,70,40.0,20.0,80.0,3,0,31,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_default.log
ex204,alpha_struct_plus1,PASS,9182.59,17.00,9052.25,17.00,38,72,40.0,0.0,80.0,4,0,30,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_struct_plus1.log
ex204,alpha_struct_plus2,PASS,9182.59,17.00,9052.25,17.00,38,72,40.0,0.0,80.0,4,0,30,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_struct_plus2.log
ex204,alpha_slack_plus1,PASS,9182.59,17.00,9042.14,17.00,37,66,40.0,20.0,80.0,3,0,30,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_slack_plus1.log
ex204,alpha_slack_plus2,PASS,9182.59,17.00,9042.94,17.00,42,62,40.0,20.0,80.0,2,0,28,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_slack_plus2.log
ex204,alpha_wide_low_high1,PASS,9182.59,17.00,9056.50,17.00,39,68,40.0,20.0,80.0,2,0,32,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_wide_low_high1.log
ex204,alpha_wide_low_high2,PASS,9182.59,17.00,9052.25,17.00,38,72,40.0,0.0,80.0,4,0,30,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex204/ex204_alpha_wide_low_high2.log
ex205,alpha_default,PASS,15813.43,18.00,15731.24,18.00,29,85,100.0,40.0,60.0,8,0,27,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_default.log
ex205,alpha_struct_plus1,PASS,15813.43,18.00,15731.24,18.00,29,86,100.0,20.0,60.0,8,0,28,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_struct_plus1.log
ex205,alpha_struct_plus2,PASS,15813.43,18.00,15731.24,18.00,29,87,100.0,20.0,60.0,11,0,26,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_struct_plus2.log
ex205,alpha_slack_plus1,PASS,15813.43,18.00,15730.71,18.00,29,85,100.0,40.0,60.0,8,0,26,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_slack_plus1.log
ex205,alpha_slack_plus2,PASS,15813.43,18.00,15732.04,18.00,28,83,100.0,40.0,60.0,1,0,36,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_slack_plus2.log
ex205,alpha_wide_low_high1,PASS,15813.43,18.00,15730.44,18.00,31,82,100.0,40.0,60.0,1,0,31,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_wide_low_high1.log
ex205,alpha_wide_low_high2,PASS,15813.43,18.00,15731.24,18.00,29,87,100.0,20.0,60.0,11,0,26,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex205/ex205_alpha_wide_low_high2.log
ex206,alpha_default,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_default.log
ex206,alpha_struct_plus1,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_struct_plus1.log
ex206,alpha_struct_plus2,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_struct_plus2.log
ex206,alpha_slack_plus1,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_slack_plus1.log
ex206,alpha_slack_plus2,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_slack_plus2.log
ex206,alpha_wide_low_high1,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_wide_low_high1.log
ex206,alpha_wide_low_high2,PASS,63567.08,24.00,63277.14,24.00,38,81,40.0,40.0,0.0,0,0,36,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex206/ex206_alpha_wide_low_high2.log
ex207,alpha_default,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_default.log
ex207,alpha_struct_plus1,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.15,0.45,0.75,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_struct_plus1.log
ex207,alpha_struct_plus2,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.10,0.40,0.70,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_struct_plus2.log
ex207,alpha_slack_plus1,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.25,0.55,0.85,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_slack_plus1.log
ex207,alpha_slack_plus2,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.30,0.60,0.90,"-L 0.30 -M 0.60 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_slack_plus2.log
ex207,alpha_wide_low_high1,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.10,0.50,0.90,"-L 0.10 -M 0.50 -H 0.90 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_wide_low_high1.log
ex207,alpha_wide_low_high2,PASS,89729.25,25.00,89271.20,25.00,42,78,40.0,40.0,40.0,0,0,32,0.30,0.50,0.70,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex207/ex207_alpha_wide_low_high2.log
ex281,alpha_default,PASS,4118.21,13.00,3993.19,13.00,46,60,100.0,25.0,60.0,3,0,20,0.20,0.50,0.80,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/alpha_ablation_11cxx/results/run_20260403_alpha20/ex281/ex281_alpha_default.log
