group,bench,case,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,alpha_low,alpha_mid,alpha_high,k,opt_low,opt_high,w_i,w_p,w_f,w_g,phyread_args,phyopt_args,log_file
B,ex275,B_balanced_fast,PASS,59.58,6.00,46.55,6.00,8,45,66.7,0.0,0.0,16,1,6,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/B/ex275/ex275_B_balanced_fast.log
C,c2670,C_s1_fast_base,PASS,454.59,10.00,391.82,10.00,16,44,60.0,25.0,25.0,15,0,24,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c2670/c2670_C_s1_fast_base.log
C,c2670,C_s1_fast_balanced,PASS,454.59,10.00,391.55,10.00,14,50,60.0,0.0,50.0,14,0,29,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c2670/c2670_C_s1_fast_balanced.log
C,c2670,C_s1_fast_struct,PASS,454.59,10.00,391.55,10.00,14,50,60.0,0.0,50.0,14,0,29,0.15,0.45,0.75,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c2670/c2670_C_s1_fast_struct.log
C,c3540,C_s1_fast_base,PASS,628.56,18.00,574.56,18.00,16,43,60.0,50.0,40.0,12,0,27,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c3540/c3540_C_s1_fast_base.log
C,c3540,C_s1_fast_balanced,PASS,628.56,18.00,572.43,18.00,17,44,60.0,0.0,20.0,13,0,24,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c3540/c3540_C_s1_fast_balanced.log
C,c3540,C_s1_fast_struct,PASS,628.56,18.00,574.56,18.00,16,43,60.0,50.0,40.0,12,0,27,0.15,0.45,0.75,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c3540/c3540_C_s1_fast_struct.log
C,c7552,C_s1_fast_base,PASS,1061.34,13.00,1024.37,13.00,13,66,40.0,0.0,0.0,24,5,31,0.20,0.50,0.80,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c7552/c7552_C_s1_fast_base.log
C,c7552,C_s1_fast_balanced,PASS,1061.34,13.00,1024.37,13.00,13,66,40.0,0.0,0.0,24,5,31,0.30,0.50,0.70,30,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.30 -M 0.50 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 30 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s1/C/c7552/c7552_C_s1_fast_balanced.log
C,c2670,C_s2_quality_base,PASS,454.59,10.00,395.81,10.00,18,56,60.0,33.3,0.0,19,0,27,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c2670/c2670_C_s2_quality_base.log
C,c2670,C_s2_quality_struct,PASS,454.59,10.00,393.68,10.00,18,66,60.0,0.0,25.0,17,1,36,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c2670/c2670_C_s2_quality_struct.log
C,c2670,C_s2_quality_struct2,PASS,454.59,10.00,393.41,10.00,19,65,60.0,0.0,25.0,19,0,35,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c2670/c2670_C_s2_quality_struct2.log
C,c3540,C_s2_quality_base,PASS,628.56,18.00,563.12,18.00,18,61,60.0,0.0,20.0,13,0,41,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c3540/c3540_C_s2_quality_base.log
C,c3540,C_s2_quality_struct,PASS,628.56,18.00,562.86,18.00,19,60,60.0,0.0,20.0,13,0,40,0.15,0.45,0.75,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.15 -M 0.45 -H 0.75 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c3540/c3540_C_s2_quality_struct.log
C,c3540,C_s2_quality_struct2,PASS,628.56,18.00,577.75,18.00,21,58,60.0,0.0,20.0,15,0,36,0.10,0.40,0.70,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.10 -M 0.40 -H 0.70 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c3540/c3540_C_s2_quality_struct2.log
C,c7552,C_s2_quality_base,PASS,1061.34,13.00,1021.71,13.00,19,81,40.0,0.0,0.0,30,7,35,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1_C_s2/C/c7552/c7552_C_s2_quality_base.log
D,c1355,D_base,PASS,250.57,9.00,248.98,9.00,22,63,60.0,0.0,0.0,2,0,0,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/c1355/c1355_D_base.log
D,c1355,D_stable_1,PASS,250.57,9.00,250.57,9.00,18,58,60.0,0.0,0.0,2,0,0,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/c1355/c1355_D_stable_1.log
D,c1355,D_stable_2,PASS,250.57,9.00,250.57,9.00,18,58,60.0,0.0,0.0,2,0,0,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/c1355/c1355_D_stable_2.log
D,ex200,D_base,PASS,10057.46,17.00,9776.30,17.00,41,67,80.0,20.0,80.0,3,0,18,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex200/ex200_D_base.log
D,ex200,D_stable_1,PASS,10057.46,17.00,9844.13,17.00,42,50,80.0,0.0,60.0,2,0,14,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex200/ex200_D_stable_1.log
D,ex200,D_stable_2,PASS,10057.46,17.00,9853.44,17.00,40,51,80.0,0.0,60.0,2,0,19,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex200/ex200_D_stable_2.log
D,ex202,D_base,PASS,9753.42,17.00,9579.46,17.00,39,69,60.0,40.0,60.0,4,0,23,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex202/ex202_D_base.log
D,ex202,D_stable_1,PASS,9753.42,17.00,9598.88,17.00,32,65,60.0,20.0,0.0,4,0,28,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex202/ex202_D_stable_1.log
D,ex202,D_stable_2,PASS,9753.42,17.00,9598.08,17.00,32,65,60.0,20.0,0.0,4,0,26,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex202/ex202_D_stable_2.log
D,ex203,D_base,PASS,15403.00,19.00,15271.33,19.00,41,73,40.0,20.0,40.0,2,0,22,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex203/ex203_D_base.log
D,ex203,D_stable_1,PASS,15403.00,19.00,15269.46,19.00,41,59,40.0,20.0,40.0,2,0,19,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex203/ex203_D_stable_1.log
D,ex203,D_stable_2,PASS,15403.00,19.00,15270.79,19.00,36,64,40.0,20.0,40.0,1,0,19,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex203/ex203_D_stable_2.log
D,ex244,D_base,PASS,3281.38,15.00,3196.52,15.00,42,56,80.0,25.0,40.0,0,0,18,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex244/ex244_D_base.log
D,ex244,D_stable_1,PASS,3281.38,15.00,3206.63,15.00,39,45,80.0,20.0,60.0,0,0,11,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex244/ex244_D_stable_1.log
D,ex244,D_stable_2,PASS,3281.38,15.00,3208.23,15.00,38,43,100.0,20.0,60.0,0,0,15,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex244/ex244_D_stable_2.log
D,ex281,D_base,PASS,4118.21,13.00,3993.19,13.00,46,60,100.0,25.0,60.0,3,0,20,0.20,0.50,0.80,40,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 40 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex281/ex281_D_base.log
D,ex281,D_stable_1,PASS,4118.21,13.00,4001.17,13.00,37,55,100.0,40.0,60.0,3,0,14,0.20,0.50,0.80,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.20 -M 0.50 -H 0.80 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex281/ex281_D_stable_1.log
D,ex281,D_stable_2,PASS,4118.21,13.00,3995.85,13.00,39,56,100.0,25.0,20.0,3,0,18,0.25,0.55,0.85,35,0.25,0.90,0.50,0.40,0.05,0.05,"-L 0.25 -M 0.55 -H 0.85 -i 0.50 -p 0.40 -f 0.05 -g 0.05","-k 35 -L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/grouped_opt_stage1/results/run_stage1_strategy_r1/D/ex281/ex281_D_stable_2.log
