bench,combo,status,before_area,before_delay,after_area,after_delay,accepted,rejected,topk_hit_high,topk_hit_low,topk_hit_mid,reject_runtime,reject_delay,reject_area,thresh_name,weight_name,phyread_args,phyopt_args,log_file
c5315,t_L025_H090__w_nogate,PASS,1158.96,18.00,1002.29,18.00,24,65,100.0,0.0,0.0,58,0,5,"t_L025_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L025_H090__w_nogate.log
c5315,t_L020_H090__w_inv_pair,PASS,1158.96,18.00,1002.29,18.00,24,61,100.0,0.0,0.0,54,0,5,"t_L020_H090","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L020_H090__w_inv_pair.log
c5315,t_L020_H090__w_base,PASS,1158.96,18.00,1002.29,18.00,24,61,100.0,0.0,0.0,54,0,5,"t_L020_H090","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L020_H090__w_base.log
c5315,t_L020_H090__w_nogate,PASS,1158.96,18.00,1002.29,18.00,24,61,100.0,0.0,0.0,54,0,5,"t_L020_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L020_H090__w_nogate.log
c5315,t_L025_H095__w_inv_pair,PASS,1158.96,18.00,1012.40,18.00,18,70,40.0,0.0,0.0,65,0,4,"t_L025_H095","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L025_H095__w_inv_pair.log
c5315,t_L025_H095__w_base,PASS,1158.96,18.00,1012.40,18.00,18,70,40.0,0.0,0.0,65,0,4,"t_L025_H095","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L025_H095__w_base.log
c5315,t_L025_H095__w_nogate,PASS,1158.96,18.00,1012.40,18.00,18,70,40.0,0.0,0.0,65,0,4,"t_L025_H095","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c5315/c5315_t_L025_H095__w_nogate.log
c6288,t_L025_H090__w_inv_pair,PASS,2283.08,45.00,1401.82,45.00,15,73,60.0,0.0,0.0,7,1,27,"t_L025_H090","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H090__w_inv_pair.log
c6288,t_L025_H090__w_base,PASS,2283.08,45.00,1401.82,45.00,15,73,60.0,0.0,0.0,7,1,27,"t_L025_H090","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H090__w_base.log
c6288,t_L025_H090__w_nogate,PASS,2283.08,45.00,1401.82,45.00,15,73,60.0,0.0,0.0,7,1,27,"t_L025_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H090__w_nogate.log
c6288,t_L020_H090__w_inv_pair,PASS,2283.08,45.00,1401.02,45.00,17,61,60.0,0.0,0.0,7,1,24,"t_L020_H090","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L020_H090__w_inv_pair.log
c6288,t_L020_H090__w_base,PASS,2283.08,45.00,1401.02,45.00,17,61,60.0,0.0,0.0,7,1,24,"t_L020_H090","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L020_H090__w_base.log
c6288,t_L020_H090__w_nogate,PASS,2283.08,45.00,1401.02,45.00,17,61,60.0,0.0,0.0,7,1,24,"t_L020_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L020_H090__w_nogate.log
c6288,t_L025_H095__w_inv_pair,PASS,2283.08,45.00,1408.74,45.00,18,70,100.0,0.0,0.0,9,1,33,"t_L025_H095","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H095__w_inv_pair.log
c6288,t_L025_H095__w_base,PASS,2283.08,45.00,1408.74,45.00,18,70,100.0,0.0,0.0,9,1,33,"t_L025_H095","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H095__w_base.log
c6288,t_L025_H095__w_nogate,PASS,2283.08,45.00,1408.74,45.00,18,70,100.0,0.0,0.0,9,1,33,"t_L025_H095","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c6288/c6288_t_L025_H095__w_nogate.log
c7552,t_L025_H090__w_inv_pair,PASS,1061.34,13.00,1024.37,13.00,13,66,40.0,0.0,0.0,24,5,31,"t_L025_H090","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H090__w_inv_pair.log
c7552,t_L025_H090__w_base,PASS,1061.34,13.00,1026.76,13.00,12,68,40.0,0.0,0.0,24,5,31,"t_L025_H090","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H090__w_base.log
c7552,t_L025_H090__w_nogate,PASS,1061.34,13.00,1024.37,13.00,13,66,40.0,0.0,0.0,24,5,31,"t_L025_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H090__w_nogate.log
c7552,t_L020_H090__w_inv_pair,PASS,1061.34,13.00,1024.37,13.00,13,65,40.0,0.0,0.0,24,5,30,"t_L020_H090","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L020_H090__w_inv_pair.log
c7552,t_L020_H090__w_base,PASS,1061.34,13.00,1026.76,13.00,12,67,40.0,0.0,0.0,24,5,30,"t_L020_H090","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L020_H090__w_base.log
c7552,t_L020_H090__w_nogate,PASS,1061.34,13.00,1024.37,13.00,13,65,40.0,0.0,0.0,24,5,30,"t_L020_H090","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.20 -H 0.90",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L020_H090__w_nogate.log
c7552,t_L025_H095__w_inv_pair,PASS,1061.34,13.00,1038.73,13.00,14,63,60.0,0.0,0.0,24,0,18,"t_L025_H095","w_inv_pair","-i 0.50 -p 0.40 -f 0.05 -g 0.05","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H095__w_inv_pair.log
c7552,t_L025_H095__w_base,PASS,1061.34,13.00,1038.73,13.00,14,63,60.0,0.0,0.0,24,0,19,"t_L025_H095","w_base","-i 0.40 -p 0.30 -f 0.20 -g 0.10","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H095__w_base.log
c7552,t_L025_H095__w_nogate,PASS,1061.34,13.00,1038.73,13.00,14,63,60.0,0.0,0.0,24,0,18,"t_L025_H095","w_nogate","-i 0.45 -p 0.35 -f 0.20 -g 0.00","-L 0.25 -H 0.95",/mnt/d/My_abc_work/abc/my_work/crossval_3x3_11cxx/results/run_20260401_143624/c7552/c7552_t_L025_H095__w_nogate.log
